x y z strike dip rake shear normal coulomb
(km) (km) (km) (deg) (deg) (deg) (bar) (bar) (bar)
  -65.0000  -75.0000  -10.0000   30.0  90.0   180.0    0.0346   -0.0059    0.0322
  -65.0000  -70.0000  -10.0000   30.0  90.0   180.0    0.0358   -0.0092    0.0322
  -65.0000  -65.0000  -10.0000   30.0  90.0   180.0    0.0362   -0.0129    0.0311
  -65.0000  -60.0000  -10.0000   30.0  90.0   180.0    0.0355   -0.0169    0.0288
  -65.0000  -55.0000  -10.0000   30.0  90.0   180.0    0.0335   -0.0209    0.0251
  -65.0000  -50.0000  -10.0000   30.0  90.0   180.0    0.0299   -0.0246    0.0200
  -65.0000  -45.0000  -10.0000   30.0  90.0   180.0    0.0246   -0.0273    0.0137
  -65.0000  -40.0000  -10.0000   30.0  90.0   180.0    0.0180   -0.0285    0.0066
  -65.0000  -35.0000  -10.0000   30.0  90.0   180.0    0.0102   -0.0276   -0.0008
  -65.0000  -30.0000  -10.0000   30.0  90.0   180.0    0.0022   -0.0239   -0.0073
  -65.0000  -25.0000  -10.0000   30.0  90.0   180.0   -0.0050   -0.0175   -0.0120
  -65.0000  -20.0000  -10.0000   30.0  90.0   180.0   -0.0103   -0.0085   -0.0137
  -65.0000  -15.0000  -10.0000   30.0  90.0   180.0   -0.0125    0.0023   -0.0116
  -65.0000  -10.0000  -10.0000   30.0  90.0   180.0   -0.0111    0.0134   -0.0057
  -65.0000   -5.0000  -10.0000   30.0  90.0   180.0   -0.0059    0.0234    0.0034
  -65.0000    0.0000  -10.0000   30.0  90.0   180.0    0.0024    0.0308    0.0147
  -65.0000    5.0000  -10.0000   30.0  90.0   180.0    0.0127    0.0345    0.0265
  -65.0000   10.0000  -10.0000   30.0  90.0   180.0    0.0235    0.0339    0.0371
  -65.0000   15.0000  -10.0000   30.0  90.0   180.0    0.0335    0.0292    0.0452
  -65.0000   20.0000  -10.0000   30.0  90.0   180.0    0.0415    0.0212    0.0500
  -65.0000   25.0000  -10.0000   30.0  90.0   180.0    0.0467    0.0109    0.0511
  -65.0000   30.0000  -10.0000   30.0  90.0   180.0    0.0490   -0.0005    0.0488
  -65.0000   35.0000  -10.0000   30.0  90.0   180.0    0.0485   -0.0121    0.0437
  -65.0000   40.0000  -10.0000   30.0  90.0   180.0    0.0456   -0.0228    0.0365
  -65.0000   45.0000  -10.0000   30.0  90.0   180.0    0.0411   -0.0322    0.0282
  -65.0000   50.0000  -10.0000   30.0  90.0   180.0    0.0353   -0.0399    0.0194
  -65.0000   55.0000  -10.0000   30.0  90.0   180.0    0.0290   -0.0459    0.0107
  -65.0000   60.0000  -10.0000   30.0  90.0   180.0    0.0226   -0.0501    0.0026
  -65.0000   65.0000  -10.0000   30.0  90.0   180.0    0.0164   -0.0527   -0.0046
  -65.0000   70.0000  -10.0000   30.0  90.0   180.0    0.0107   -0.0540   -0.0109
  -65.0000   75.0000  -10.0000   30.0  90.0   180.0    0.0056   -0.0542   -0.0161
  -65.0000   80.0000  -10.0000   30.0  90.0   180.0    0.0011   -0.0535   -0.0203
  -65.0000   85.0000  -10.0000   30.0  90.0   180.0   -0.0027   -0.0521   -0.0235
  -65.0000   90.0000  -10.0000   30.0  90.0   180.0   -0.0058   -0.0502   -0.0259
  -65.0000   95.0000  -10.0000   30.0  90.0   180.0   -0.0084   -0.0480   -0.0276
  -65.0000  100.0000  -10.0000   30.0  90.0   180.0   -0.0104   -0.0456   -0.0286
  -60.0000 -100.0000  -10.0000   30.0  90.0   180.0    0.0228    0.0062    0.0252
  -60.0000  -95.0000  -10.0000   30.0  90.0   180.0    0.0257    0.0055    0.0279
  -60.0000  -90.0000  -10.0000   30.0  90.0   180.0    0.0288    0.0044    0.0306
  -60.0000  -85.0000  -10.0000   30.0  90.0   180.0    0.0319    0.0028    0.0331
  -60.0000  -80.0000  -10.0000   30.0  90.0   180.0    0.0350    0.0007    0.0353
  -60.0000  -75.0000  -10.0000   30.0  90.0   180.0    0.0378   -0.0020    0.0370
  -60.0000  -70.0000  -10.0000   30.0  90.0   180.0    0.0402   -0.0054    0.0380
  -60.0000  -65.0000  -10.0000   30.0  90.0   180.0    0.0419   -0.0095    0.0381
  -60.0000  -60.0000  -10.0000   30.0  90.0   180.0    0.0425   -0.0141    0.0369
  -60.0000  -55.0000  -10.0000   30.0  90.0   180.0    0.0417   -0.0190    0.0341
  -60.0000  -50.0000  -10.0000   30.0  90.0   180.0    0.0392   -0.0239    0.0296
  -60.0000  -45.0000  -10.0000   30.0  90.0   180.0    0.0348   -0.0283    0.0235
  -60.0000  -40.0000  -10.0000   30.0  90.0   180.0    0.0285   -0.0313    0.0160
  -60.0000  -35.0000  -10.0000   30.0  90.0   180.0    0.0205   -0.0321    0.0077
  -60.0000  -30.0000  -10.0000   30.0  90.0   180.0    0.0117   -0.0299   -0.0002
  -60.0000  -25.0000  -10.0000   30.0  90.0   180.0    0.0034   -0.0243   -0.0064
  -60.0000  -20.0000  -10.0000   30.0  90.0   180.0   -0.0031   -0.0153   -0.0093
  -60.0000  -15.0000  -10.0000   30.0  90.0   180.0   -0.0063   -0.0040   -0.0079
  -60.0000  -10.0000  -10.0000   30.0  90.0   180.0   -0.0052    0.0082   -0.0019
  -60.0000   -5.0000  -10.0000   30.0  90.0   180.0    0.0004    0.0193    0.0081
  -60.0000    0.0000  -10.0000   30.0  90.0   180.0    0.0096    0.0274    0.0206
  -60.0000    5.0000  -10.0000   30.0  90.0   180.0    0.0210    0.0310    0.0334
  -60.0000   10.0000  -10.0000   30.0  90.0   180.0    0.0328    0.0297    0.0447
  -60.0000   15.0000  -10.0000   30.0  90.0   180.0    0.0432    0.0238    0.0527
  -60.0000   20.0000  -10.0000   30.0  90.0   180.0    0.0508    0.0141    0.0564
  -60.0000   25.0000  -10.0000   30.0  90.0   180.0    0.0549    0.0022    0.0558
  -60.0000   30.0000  -10.0000   30.0  90.0   180.0    0.0556   -0.0106    0.0513
  -60.0000   35.0000  -10.0000   30.0  90.0   180.0    0.0531   -0.0231    0.0438
  -60.0000   40.0000  -10.0000   30.0  90.0   180.0    0.0481   -0.0342    0.0345
  -60.0000   45.0000  -10.0000   30.0  90.0   180.0    0.0416   -0.0435    0.0242
  -60.0000   50.0000  -10.0000   30.0  90.0   180.0    0.0341   -0.0507    0.0139
  -60.0000   55.0000  -10.0000   30.0  90.0   180.0    0.0264   -0.0558    0.0041
  -60.0000   60.0000  -10.0000   30.0  90.0   180.0    0.0189   -0.0590   -0.0047
  -60.0000   65.0000  -10.0000   30.0  90.0   180.0    0.0120   -0.0606   -0.0122
  -60.0000   70.0000  -10.0000   30.0  90.0   180.0    0.0058   -0.0608   -0.0185
  -60.0000   75.0000  -10.0000   30.0  90.0   180.0    0.0005   -0.0599   -0.0235
  -60.0000   80.0000  -10.0000   30.0  90.0   180.0   -0.0040   -0.0583   -0.0274
  -60.0000   85.0000  -10.0000   30.0  90.0   180.0   -0.0077   -0.0560   -0.0301
  -60.0000   90.0000  -10.0000   30.0  90.0   180.0   -0.0107   -0.0534   -0.0320
  -60.0000   95.0000  -10.0000   30.0  90.0   180.0   -0.0129   -0.0505   -0.0331
  -60.0000  100.0000  -10.0000   30.0  90.0   180.0   -0.0146   -0.0476   -0.0336
  -55.0000 -100.0000  -10.0000   30.0  90.0   180.0    0.0217    0.0090    0.0252
  -55.0000  -95.0000  -10.0000   30.0  90.0   180.0    0.0250    0.0087    0.0284
  -55.0000  -90.0000  -10.0000   30.0  90.0   180.0    0.0285    0.0080    0.0318
  -55.0000  -85.0000  -10.0000   30.0  90.0   180.0    0.0323    0.0069    0.0351
  -55.0000  -80.0000  -10.0000   30.0  90.0   180.0    0.0362    0.0052    0.0383
  -55.0000  -75.0000  -10.0000   30.0  90.0   180.0    0.0401    0.0029    0.0413
  -55.0000  -70.0000  -10.0000   30.0  90.0   180.0    0.0438   -0.0003    0.0436
  -55.0000  -65.0000  -10.0000   30.0  90.0   180.0    0.0469   -0.0044    0.0451
  -55.0000  -60.0000  -10.0000   30.0  90.0   180.0    0.0491   -0.0093    0.0454
  -55.0000  -55.0000  -10.0000   30.0  90.0   180.0    0.0501   -0.0150    0.0441
  -55.0000  -50.0000  -10.0000   30.0  90.0   180.0    0.0493   -0.0212    0.0408
  -55.0000  -45.0000  -10.0000   30.0  90.0   180.0    0.0464   -0.0272    0.0355
  -55.0000  -40.0000  -10.0000   30.0  90.0   180.0    0.0410   -0.0324    0.0281
  -55.0000  -35.0000  -10.0000   30.0  90.0   180.0    0.0334   -0.0355    0.0192
  -55.0000  -30.0000  -10.0000   30.0  90.0   180.0    0.0242   -0.0355    0.0100
  -55.0000  -25.0000  -10.0000   30.0  90.0   180.0    0.0147   -0.0313    0.0022
  -55.0000  -20.0000  -10.0000   30.0  90.0   180.0    0.0070   -0.0229   -0.0022
  -55.0000  -15.0000  -10.0000   30.0  90.0   180.0    0.0028   -0.0113   -0.0017
  -55.0000  -10.0000  -10.0000   30.0  90.0   180.0    0.0035    0.0018    0.0042
  -55.0000   -5.0000  -10.0000   30.0  90.0   180.0    0.0094    0.0138    0.0149
  -55.0000    0.0000  -10.0000   30.0  90.0   180.0    0.0195    0.0225    0.0285
  -55.0000    5.0000  -10.0000   30.0  90.0   180.0    0.0319    0.0260    0.0423
  -55.0000   10.0000  -10.0000   30.0  90.0   180.0    0.0444    0.0238    0.0539
  -55.0000   15.0000  -10.0000   30.0  90.0   180.0    0.0547    0.0162    0.0611
  -55.0000   20.0000  -10.0000   30.0  90.0   180.0    0.0613    0.0047    0.0632
  -55.0000   25.0000  -10.0000   30.0  90.0   180.0    0.0636   -0.0089    0.0600
  -55.0000   30.0000  -10.0000   30.0  90.0   180.0    0.0618   -0.0229    0.0527
  -55.0000   35.0000  -10.0000   30.0  90.0   180.0    0.0567   -0.0359    0.0423
  -55.0000   40.0000  -10.0000   30.0  90.0   180.0    0.0492   -0.0469    0.0304
  -55.0000   45.0000  -10.0000   30.0  90.0   180.0    0.0404   -0.0556    0.0181
  -55.0000   50.0000  -10.0000   30.0  90.0   180.0    0.0311   -0.0619    0.0063
  -55.0000   55.0000  -10.0000   30.0  90.0   180.0    0.0220   -0.0658   -0.0044
  -55.0000   60.0000  -10.0000   30.0  90.0   180.0    0.0135   -0.0677   -0.0136
  -55.0000   65.0000  -10.0000   30.0  90.0   180.0    0.0060   -0.0679   -0.0212
  -55.0000   70.0000  -10.0000   30.0  90.0   180.0   -0.0004   -0.0669   -0.0272
  -55.0000   75.0000  -10.0000   30.0  90.0   180.0   -0.0058   -0.0649   -0.0317
  -55.0000   80.0000  -10.0000   30.0  90.0   180.0   -0.0101   -0.0622   -0.0350
  -55.0000   85.0000  -10.0000   30.0  90.0   180.0   -0.0135   -0.0591   -0.0371
  -55.0000   90.0000  -10.0000   30.0  90.0   180.0   -0.0160   -0.0557   -0.0383
  -55.0000   95.0000  -10.0000   30.0  90.0   180.0   -0.0179   -0.0522   -0.0387
  -55.0000  100.0000  -10.0000   30.0  90.0   180.0   -0.0191   -0.0487   -0.0386
  -50.0000 -100.0000  -10.0000   30.0  90.0   180.0    0.0196    0.0117    0.0243
  -50.0000  -95.0000  -10.0000   30.0  90.0   180.0    0.0232    0.0120    0.0280
  -50.0000  -90.0000  -10.0000   30.0  90.0   180.0    0.0271    0.0120    0.0319
  -50.0000  -85.0000  -10.0000   30.0  90.0   180.0    0.0315    0.0115    0.0361
  -50.0000  -80.0000  -10.0000   30.0  90.0   180.0    0.0361    0.0104    0.0403
  -50.0000  -75.0000  -10.0000   30.0  90.0   180.0    0.0410    0.0087    0.0445
  -50.0000  -70.0000  -10.0000   30.0  90.0   180.0    0.0459    0.0060    0.0483
  -50.0000  -65.0000  -10.0000   30.0  90.0   180.0    0.0507    0.0023    0.0516
  -50.0000  -60.0000  -10.0000   30.0  90.0   180.0    0.0548   -0.0025    0.0538
  -50.0000  -55.0000  -10.0000   30.0  90.0   180.0    0.0579   -0.0086    0.0545
  -50.0000  -50.0000  -10.0000   30.0  90.0   180.0    0.0595   -0.0157    0.0532
  -50.0000  -45.0000  -10.0000   30.0  90.0   180.0    0.0588   -0.0234    0.0494
  -50.0000  -40.0000  -10.0000   30.0  90.0   180.0    0.0554   -0.0309    0.0431
  -50.0000  -35.0000  -10.0000   30.0  90.0   180.0    0.0490   -0.0369    0.0343
  -50.0000  -30.0000  -10.0000   30.0  90.0   180.0    0.0401   -0.0398    0.0242
  -50.0000  -25.0000  -10.0000   30.0  90.0   180.0    0.0299   -0.0380    0.0147
  -50.0000  -20.0000  -10.0000   30.0  90.0   180.0    0.0209   -0.0310    0.0085
  -50.0000  -15.0000  -10.0000   30.0  90.0   180.0    0.0156   -0.0195    0.0078
  -50.0000  -10.0000  -10.0000   30.0  90.0   180.0    0.0158   -0.0060    0.0134
  -50.0000   -5.0000  -10.0000   30.0  90.0   180.0    0.0219    0.0068    0.0246
  -50.0000    0.0000  -10.0000   30.0  90.0   180.0    0.0327    0.0158    0.0390
  -50.0000    5.0000  -10.0000   30.0  90.0   180.0    0.0459    0.0190    0.0535
  -50.0000   10.0000  -10.0000   30.0  90.0   180.0    0.0586    0.0155    0.0648
  -50.0000   15.0000  -10.0000   30.0  90.0   180.0    0.0681    0.0061    0.0705
  -50.0000   20.0000  -10.0000   30.0  90.0   180.0    0.0728   -0.0073    0.0698
  -50.0000   25.0000  -10.0000   30.0  90.0   180.0    0.0722   -0.0225    0.0632
  -50.0000   30.0000  -10.0000   30.0  90.0   180.0    0.0671   -0.0372    0.0522
  -50.0000   35.0000  -10.0000   30.0  90.0   180.0    0.0586   -0.0502    0.0385
  -50.0000   40.0000  -10.0000   30.0  90.0   180.0    0.0481   -0.0606    0.0239
  -50.0000   45.0000  -10.0000   30.0  90.0   180.0    0.0368   -0.0681    0.0096
  -50.0000   50.0000  -10.0000   30.0  90.0   180.0    0.0257   -0.0728   -0.0034
  -50.0000   55.0000  -10.0000   30.0  90.0   180.0    0.0153   -0.0751   -0.0147
  -50.0000   60.0000  -10.0000   30.0  90.0   180.0    0.0062   -0.0754   -0.0240
  -50.0000   65.0000  -10.0000   30.0  90.0   180.0   -0.0016   -0.0741   -0.0312
  -50.0000   70.0000  -10.0000   30.0  90.0   180.0   -0.0080   -0.0717   -0.0367
  -50.0000   75.0000  -10.0000   30.0  90.0   180.0   -0.0131   -0.0685   -0.0405
  -50.0000   80.0000  -10.0000   30.0  90.0   180.0   -0.0170   -0.0648   -0.0429
  -50.0000   85.0000  -10.0000   30.0  90.0   180.0   -0.0198   -0.0609   -0.0442
  -50.0000   90.0000  -10.0000   30.0  90.0   180.0   -0.0218   -0.0568   -0.0446
  -50.0000   95.0000  -10.0000   30.0  90.0   180.0   -0.0231   -0.0528   -0.0442
  -50.0000  100.0000  -10.0000   30.0  90.0   180.0   -0.0238   -0.0489   -0.0434
  -45.0000 -100.0000  -10.0000   30.0  90.0   180.0    0.0166    0.0143    0.0223
  -45.0000  -95.0000  -10.0000   30.0  90.0   180.0    0.0202    0.0152    0.0263
  -45.0000  -90.0000  -10.0000   30.0  90.0   180.0    0.0244    0.0159    0.0307
  -45.0000  -85.0000  -10.0000   30.0  90.0   180.0    0.0291    0.0162    0.0356
  -45.0000  -80.0000  -10.0000   30.0  90.0   180.0    0.0343    0.0160    0.0407
  -45.0000  -75.0000  -10.0000   30.0  90.0   180.0    0.0401    0.0152    0.0461
  -45.0000  -70.0000  -10.0000   30.0  90.0   180.0    0.0462    0.0135    0.0516
  -45.0000  -65.0000  -10.0000   30.0  90.0   180.0    0.0525    0.0106    0.0567
  -45.0000  -60.0000  -10.0000   30.0  90.0   180.0    0.0587    0.0063    0.0612
  -45.0000  -55.0000  -10.0000   30.0  90.0   180.0    0.0643    0.0005    0.0645
  -45.0000  -50.0000  -10.0000   30.0  90.0   180.0    0.0687   -0.0070    0.0659
  -45.0000  -45.0000  -10.0000   30.0  90.0   180.0    0.0712   -0.0159    0.0649
  -45.0000  -40.0000  -10.0000   30.0  90.0   180.0    0.0710   -0.0256    0.0608
  -45.0000  -35.0000  -10.0000   30.0  90.0   180.0    0.0673   -0.0349    0.0533
  -45.0000  -30.0000  -10.0000   30.0  90.0   180.0    0.0598   -0.0417    0.0431
  -45.0000  -25.0000  -10.0000   30.0  90.0   180.0    0.0496   -0.0436    0.0322
  -45.0000  -20.0000  -10.0000   30.0  90.0   180.0    0.0395   -0.0388    0.0240
  -45.0000  -15.0000  -10.0000   30.0  90.0   180.0    0.0333   -0.0284    0.0219
  -45.0000  -10.0000  -10.0000   30.0  90.0   180.0    0.0330   -0.0152    0.0269
  -45.0000   -5.0000  -10.0000   30.0  90.0   180.0    0.0391   -0.0024    0.0381
  -45.0000    0.0000  -10.0000   30.0  90.0   180.0    0.0503    0.0067    0.0530
  -45.0000    5.0000  -10.0000   30.0  90.0   180.0    0.0638    0.0093    0.0676
  -45.0000   10.0000  -10.0000   30.0  90.0   180.0    0.0759    0.0044    0.0777
  -45.0000   15.0000  -10.0000   30.0  90.0   180.0    0.0835   -0.0071    0.0806
  -45.0000   20.0000  -10.0000   30.0  90.0   180.0    0.0848   -0.0223    0.0758
  -45.0000   25.0000  -10.0000   30.0  90.0   180.0    0.0800   -0.0385    0.0646
  -45.0000   30.0000  -10.0000   30.0  90.0   180.0    0.0705   -0.0534    0.0492
  -45.0000   35.0000  -10.0000   30.0  90.0   180.0    0.0580   -0.0655    0.0318
  -45.0000   40.0000  -10.0000   30.0  90.0   180.0    0.0442   -0.0743    0.0144
  -45.0000   45.0000  -10.0000   30.0  90.0   180.0    0.0304   -0.0799   -0.0015
  -45.0000   50.0000  -10.0000   30.0  90.0   180.0    0.0176   -0.0825   -0.0154
  -45.0000   55.0000  -10.0000   30.0  90.0   180.0    0.0064   -0.0828   -0.0267
  -45.0000   60.0000  -10.0000   30.0  90.0   180.0   -0.0031   -0.0812   -0.0355
  -45.0000   65.0000  -10.0000   30.0  90.0   180.0   -0.0107   -0.0784   -0.0421
  -45.0000   70.0000  -10.0000   30.0  90.0   180.0   -0.0167   -0.0746   -0.0465
  -45.0000   75.0000  -10.0000   30.0  90.0   180.0   -0.0212   -0.0703   -0.0493
  -45.0000   80.0000  -10.0000   30.0  90.0   180.0   -0.0244   -0.0658   -0.0507
  -45.0000   85.0000  -10.0000   30.0  90.0   180.0   -0.0265   -0.0611   -0.0510
  -45.0000   90.0000  -10.0000   30.0  90.0   180.0   -0.0278   -0.0566   -0.0504
  -45.0000   95.0000  -10.0000   30.0  90.0   180.0   -0.0284   -0.0522   -0.0493
  -45.0000  100.0000  -10.0000   30.0  90.0   180.0   -0.0284   -0.0480   -0.0476
  -40.0000 -100.0000  -10.0000   30.0  90.0   180.0    0.0125    0.0165    0.0191
  -40.0000  -95.0000  -10.0000   30.0  90.0   180.0    0.0160    0.0180    0.0232
  -40.0000  -90.0000  -10.0000   30.0  90.0   180.0    0.0202    0.0195    0.0280
  -40.0000  -85.0000  -10.0000   30.0  90.0   180.0    0.0250    0.0207    0.0333
  -40.0000  -80.0000  -10.0000   30.0  90.0   180.0    0.0306    0.0216    0.0392
  -40.0000  -75.0000  -10.0000   30.0  90.0   180.0    0.0369    0.0219    0.0457
  -40.0000  -70.0000  -10.0000   30.0  90.0   180.0    0.0439    0.0215    0.0525
  -40.0000  -65.0000  -10.0000   30.0  90.0   180.0    0.0516    0.0199    0.0596
  -40.0000  -60.0000  -10.0000   30.0  90.0   180.0    0.0597    0.0169    0.0665
  -40.0000  -55.0000  -10.0000   30.0  90.0   180.0    0.0679    0.0120    0.0727
  -40.0000  -50.0000  -10.0000   30.0  90.0   180.0    0.0756    0.0051    0.0776
  -40.0000  -45.0000  -10.0000   30.0  90.0   180.0    0.0821   -0.0042    0.0804
  -40.0000  -40.0000  -10.0000   30.0  90.0   180.0    0.0863   -0.0155    0.0801
  -40.0000  -35.0000  -10.0000   30.0  90.0   180.0    0.0872   -0.0279    0.0760
  -40.0000  -30.0000  -10.0000   30.0  90.0   180.0    0.0834   -0.0395    0.0676
  -40.0000  -25.0000  -10.0000   30.0  90.0   180.0    0.0747   -0.0467    0.0560
  -40.0000  -20.0000  -10.0000   30.0  90.0   180.0    0.0641   -0.0456    0.0458
  -40.0000  -15.0000  -10.0000   30.0  90.0   180.0    0.0573   -0.0372    0.0424
  -40.0000  -10.0000  -10.0000   30.0  90.0   180.0    0.0567   -0.0260    0.0463
  -40.0000   -5.0000  -10.0000   30.0  90.0   180.0    0.0623   -0.0142    0.0566
  -40.0000    0.0000  -10.0000   30.0  90.0   180.0    0.0731   -0.0054    0.0710
  -40.0000    5.0000  -10.0000   30.0  90.0   180.0    0.0861   -0.0035    0.0847
  -40.0000   10.0000  -10.0000   30.0  90.0   180.0    0.0965   -0.0101    0.0924
  -40.0000   15.0000  -10.0000   30.0  90.0   180.0    0.1003   -0.0236    0.0909
  -40.0000   20.0000  -10.0000   30.0  90.0   180.0    0.0965   -0.0402    0.0804
  -40.0000   25.0000  -10.0000   30.0  90.0   180.0    0.0859   -0.0566    0.0633
  -40.0000   30.0000  -10.0000   30.0  90.0   180.0    0.0709   -0.0704    0.0428
  -40.0000   35.0000  -10.0000   30.0  90.0   180.0    0.0538   -0.0805    0.0216
  -40.0000   40.0000  -10.0000   30.0  90.0   180.0    0.0366   -0.0867    0.0020
  -40.0000   45.0000  -10.0000   30.0  90.0   180.0    0.0207   -0.0896   -0.0151
  -40.0000   50.0000  -10.0000   30.0  90.0   180.0    0.0068   -0.0897   -0.0291
  -40.0000   55.0000  -10.0000   30.0  90.0   180.0   -0.0047   -0.0878   -0.0398
  -40.0000   60.0000  -10.0000   30.0  90.0   180.0   -0.0140   -0.0843   -0.0477
  -40.0000   65.0000  -10.0000   30.0  90.0   180.0   -0.0210   -0.0799   -0.0530
  -40.0000   70.0000  -10.0000   30.0  90.0   180.0   -0.0262   -0.0750   -0.0562
  -40.0000   75.0000  -10.0000   30.0  90.0   180.0   -0.0298   -0.0698   -0.0577
  -40.0000   80.0000  -10.0000   30.0  90.0   180.0   -0.0321   -0.0646   -0.0579
  -40.0000   85.0000  -10.0000   30.0  90.0   180.0   -0.0333   -0.0596   -0.0571
  -40.0000   90.0000  -10.0000   30.0  90.0   180.0   -0.0337   -0.0547   -0.0556
  -40.0000   95.0000  -10.0000   30.0  90.0   180.0   -0.0335   -0.0501   -0.0536
  -40.0000  100.0000  -10.0000   30.0  90.0   180.0   -0.0329   -0.0459   -0.0512
  -35.0000 -100.0000  -10.0000   30.0  90.0   180.0    0.0074    0.0181    0.0147
  -35.0000  -95.0000  -10.0000   30.0  90.0   180.0    0.0107    0.0202    0.0187
  -35.0000  -90.0000  -10.0000   30.0  90.0   180.0    0.0145    0.0224    0.0235
  -35.0000  -85.0000  -10.0000   30.0  90.0   180.0    0.0192    0.0246    0.0290
  -35.0000  -80.0000  -10.0000   30.0  90.0   180.0    0.0247    0.0266    0.0354
  -35.0000  -75.0000  -10.0000   30.0  90.0   180.0    0.0313    0.0283    0.0426
  -35.0000  -70.0000  -10.0000   30.0  90.0   180.0    0.0388    0.0294    0.0506
  -35.0000  -65.0000  -10.0000   30.0  90.0   180.0    0.0474    0.0295    0.0592
  -35.0000  -60.0000  -10.0000   30.0  90.0   180.0    0.0571    0.0284    0.0684
  -35.0000  -55.0000  -10.0000   30.0  90.0   180.0    0.0675    0.0253    0.0776
  -35.0000  -50.0000  -10.0000   30.0  90.0   180.0    0.0784    0.0199    0.0864
  -35.0000  -45.0000  -10.0000   30.0  90.0   180.0    0.0891    0.0116    0.0938
  -35.0000  -40.0000  -10.0000   30.0  90.0   180.0    0.0988    0.0001    0.0988
  -35.0000  -35.0000  -10.0000   30.0  90.0   180.0    0.1062   -0.0143    0.1004
  -35.0000  -30.0000  -10.0000   30.0  90.0   180.0    0.1095   -0.0306    0.0973
  -35.0000  -25.0000  -10.0000   30.0  90.0   180.0    0.1060   -0.0454    0.0878
  -35.0000  -20.0000  -10.0000   30.0  90.0   180.0    0.0956   -0.0502    0.0755
  -35.0000  -15.0000  -10.0000   30.0  90.0   180.0    0.0890   -0.0448    0.0710
  -35.0000  -10.0000  -10.0000   30.0  90.0   180.0    0.0885   -0.0387    0.0730
  -35.0000   -5.0000  -10.0000   30.0  90.0   180.0    0.0921   -0.0298    0.0802
  -35.0000    0.0000  -10.0000   30.0  90.0   180.0    0.1014   -0.0207    0.0931
  -35.0000    5.0000  -10.0000   30.0  90.0   180.0    0.1130   -0.0192    0.1053
  -35.0000   10.0000  -10.0000   30.0  90.0   180.0    0.1200   -0.0276    0.1089
  -35.0000   15.0000  -10.0000   30.0  90.0   180.0    0.1179   -0.0429    0.1007
  -35.0000   20.0000  -10.0000   30.0  90.0   180.0    0.1065   -0.0600    0.0825
  -35.0000   25.0000  -10.0000   30.0  90.0   180.0    0.0884   -0.0752    0.0584
  -35.0000   30.0000  -10.0000   30.0  90.0   180.0    0.0671   -0.0863    0.0325
  -35.0000   35.0000  -10.0000   30.0  90.0   180.0    0.0453   -0.0930    0.0081
  -35.0000   40.0000  -10.0000   30.0  90.0   180.0    0.0252   -0.0958   -0.0131
  -35.0000   45.0000  -10.0000   30.0  90.0   180.0    0.0078   -0.0955   -0.0304
  -35.0000   50.0000  -10.0000   30.0  90.0   180.0   -0.0064   -0.0929   -0.0436
  -35.0000   55.0000  -10.0000   30.0  90.0   180.0   -0.0176   -0.0887   -0.0531
  -35.0000   60.0000  -10.0000   30.0  90.0   180.0   -0.0260   -0.0836   -0.0595
  -35.0000   65.0000  -10.0000   30.0  90.0   180.0   -0.0320   -0.0780   -0.0632
  -35.0000   70.0000  -10.0000   30.0  90.0   180.0   -0.0360   -0.0723   -0.0649
  -35.0000   75.0000  -10.0000   30.0  90.0   180.0   -0.0383   -0.0666   -0.0650
  -35.0000   80.0000  -10.0000   30.0  90.0   180.0   -0.0395   -0.0611   -0.0639
  -35.0000   85.0000  -10.0000   30.0  90.0   180.0   -0.0396   -0.0559   -0.0620
  -35.0000   90.0000  -10.0000   30.0  90.0   180.0   -0.0391   -0.0511   -0.0596
  -35.0000   95.0000  -10.0000   30.0  90.0   180.0   -0.0381   -0.0466   -0.0567
  -35.0000  100.0000  -10.0000   30.0  90.0   180.0   -0.0367   -0.0425   -0.0537
  -30.0000 -100.0000  -10.0000   30.0  90.0   180.0    0.0016    0.0187    0.0090
  -30.0000  -95.0000  -10.0000   30.0  90.0   180.0    0.0042    0.0214    0.0128
  -30.0000  -90.0000  -10.0000   30.0  90.0   180.0    0.0076    0.0242    0.0173
  -30.0000  -85.0000  -10.0000   30.0  90.0   180.0    0.0118    0.0273    0.0227
  -30.0000  -80.0000  -10.0000   30.0  90.0   180.0    0.0169    0.0304    0.0290
  -30.0000  -75.0000  -10.0000   30.0  90.0   180.0    0.0231    0.0334    0.0365
  -30.0000  -70.0000  -10.0000   30.0  90.0   180.0    0.0306    0.0362    0.0451
  -30.0000  -65.0000  -10.0000   30.0  90.0   180.0    0.0396    0.0383    0.0549
  -30.0000  -60.0000  -10.0000   30.0  90.0   180.0    0.0501    0.0394    0.0658
  -30.0000  -55.0000  -10.0000   30.0  90.0   180.0    0.0621    0.0388    0.0776
  -30.0000  -50.0000  -10.0000   30.0  90.0   180.0    0.0755    0.0359    0.0899
  -30.0000  -45.0000  -10.0000   30.0  90.0   180.0    0.0900    0.0299    0.1019
  -30.0000  -40.0000  -10.0000   30.0  90.0   180.0    0.1049    0.0200    0.1129
  -30.0000  -35.0000  -10.0000   30.0  90.0   180.0    0.1193    0.0059    0.1217
  -30.0000  -30.0000  -10.0000   30.0  90.0   180.0    0.1323   -0.0122    0.1274
  -30.0000  -25.0000  -10.0000   30.0  90.0   180.0    0.1425   -0.0341    0.1289
